"text","cmp_code","eu_code"
"We see an important role for sport,","502",NA
"not only in tackling issues relating to youth crime,","605",NA
"but also in ensuring improved health for people in Scotland.","504",NA
"The SNP would like to see resources currently available for sport focused more on local and community sporting activities.","301",NA
"The SNP supports the creation of Football Academies,","502",NA
"and would use existing funds to assist in the creation of a national network of such bodies.","502",NA
"We will bid for the 2008 European Football Championships to be based in Scotland.","502","108"
"Culture",NA,NA
"The SNP will radically reform the Scottish Arts Council,","502",NA
"first of all by providing direct funding to the National companies","502",NA
"(including a new national theatre).","502",NA
"From existing resources, we will establish a ""Scottish Academy"" to encourage excellence and to bring forward new talent","502",NA
"and we will considerably increase funding for traditional Scottish arts.","601",NA
"We will introduce a Scottish Lottery to provide money for good causes including the arts.","502",NA
"Gaelic",NA,NA
"The SNP continues to campaign for secure status for Gaelic as one of the key measures that will assist in supporting and reviving the language.","607",NA
"We must put in place measures that stop the decline in the number of Gaelic speakers","607",NA
"and create a new generation of Gaelic speakers.","607",NA
"This means not only a much wider provision of Gaelic medium education","607",NA
"but also the development of new opportunities for adults to become fluent Gaelic speakers,","607",NA
"and new ways of accessing such opportunities.","607",NA
"Scots",NA,NA
"The SNP would support measures to improve the teaching of Scots language and literature in schools,","607",NA
"and would encourage all forms of the media in positive promotion and usage of the language.","607",NA
"Until Independence,","301",NA
"the SNP will keep up the pressure on the UK Government to fulfil their obligations to the Scots Language","607",NA
"under Part II of the European Charter","108",NA
"for Regional and Minority Languages,","705",NA
"and seek specification under Part III.","607","108"
"In government we will ensure these obligations are fulfilled.","607","108"
"Social Justice",NA,NA
"The SNP is committed to a National Anti-Poverty Strategy,","504",NA
"the aim of which is the eradication of structural poverty,","504",NA
"both social and economic,","504",NA
"as an integral element in the development of an economically dynamic and socially just Scotland with work,","504",NA
"education","506",NA
"and good health for all.","504",NA
"The SNP would also promote ""poverty proofing"" -a process whereby agencies at all levels assess policies and programmes in relation to the likely impact they will have on poverty with a view to poverty reduction –","504",NA
"with specific and quantifiable targets the outcomes will be meaningful and achievable.","504",NA
"We would transfer the bureaucracy budget of Social Inclusion Partnerships to front line services particularly voluntary organisations dealing with poverty.","606",NA
"The SNP abhors the current treatment of asylum seekers,","201",NA
"in particular the voucher system,","201",NA
"which causes unnecessary hardship for many asylum-seeking families.","705",NA
"We also condemn the rhetoric of too many London politicians towards asylum seekers.","201",NA
"We would seek fast and fair assessment.","503",NA
"Housing",NA,NA
"The SNP will argue for the UK government to take immediate responsibility for the housing debt accrued by Scottish local authorities as a result of decades of Westminster rule,","414",NA
"and as has been done for the privatised water industry in England and Wales .","414",NA
"This would relieve the burden of debt servicing from councils,","414",NA
"to free up cash for investment in Scotland’s housing.","504",NA
"Until Independence","301",NA
"our team of MPs will press for control over housing benefit to be devolved to the Scottish","301",NA
"Parliament so that we can use it as a lever to drive down rents","504",NA
"and increase family incomes.","603",NA
"We will use the Scottish Trust for Public Investment and the variety of other means available to government to lever in desperately needed investment into housing to do this.","504",NA
"We are against wholesale stock transfer of council housing stock.","411",NA
"We support smallscale community transfers","411",NA
"where the tenants and","706",NA
"local communities want it.","301",NA
"We would promote housing legislation to cover all tenures.","504",NA
"The policy in the rented sector would be based on the principle of ‘Tenants First, Tenure Second’.","504",NA
"We believe in level playing fields for housing providers and choice for rent and purchase, which is sustainable.","416",NA
"Voluntary Sector",NA,NA
"We will end challenge funding schemes for voluntary organisations, which waste thousands of pounds in preparing unsuccessful bids.","606",NA
"We recognise that voluntary organisations require core funding and will consult on methods of funding distribution.","606",NA
"This will include three-year core funding arrangements.","606",NA
"We will review the existing Voluntary Compact and alleviate concerns that a two-tier voluntary sector has been created.","606",NA
"We will review the taxation regime for voluntary organisations,","606",NA
"and will exempt voluntary organisations from water charges.","606",NA
"Homelessness",NA,NA
"Homelessness has reached record levels under New Labour.","705",NA
"We will work to ensure effective delivery of services to end rough sleeping,","705",NA
"tackling the many issues which affect people forced to sleep rough.","705",NA
"We will also tackle ‘hidden homelessness’ by providing homes and the support needed.","504",NA
"Equality",NA,NA
"The SNP has a long held commitment to a constitutionally enshrined guarantee of equal opportunities for all Scots regardless of race,","503",NA
"gender,","503",NA
"age,","503",NA
"Sexuality,","503",NA
"disability","503",NA
"or social background.","503",NA
"We will continue to place this commitment at the centre of our actions both in the House of Commons and in the Scottish Parliament.","503",NA
"Until Independence,","301",NA
"we will press for legislative powers in this area to be devolved to the Scottish Parliament,","301",NA
"as it has been to the Northern Ireland Assembly.","301",NA
"Disability Issues",NA,NA
"Disabled people still face barriers of discrimination in many areas of life.","503",NA
"Everyone should be given equality of opportunity to fulfil their potential,","503",NA
"no matter who they are,","503",NA
"or how able they are.","503",NA
"No disabled person should be socially excluded","503",NA
"or find themselves in poverty because of their disability.","503",NA
"Government has a responsibility to lead the way in ending discrimination against disabled people,","503",NA
"challenging attitudes","503",NA
"and ensuring that every area of legislation promotes equality of opportunity for disabled people within our society.","503",NA
"As a first step, we will extend the powers and scope of the Disability Discrimination Act","503",NA
"and introduce a disability equality indicator.","503",NA
"Drugs",NA,NA
"Government must do more to identify dealers and bring them to justice;","605",NA
"more to provide focused and relevant education about the dangers of drugs;","603",NA
"and more to assist drug misusers with rehabilitation and support.","706",NA
"We recognise the need to support families of those misusing drugs","603",NA
"and to develop routes out of drug taking for communities affected by the growth in drug abuse.","706",NA
"Our additional resources for Scotland’s police forces,","605",NA
"and the fast-tracking and treatment of drug misusers through Drugs Courts, will allow us to focus more on key elements of the drugs problem in our country.","605",NA
"Crime",NA,NA
"The SNP will increase police resources to tackle crime","605",NA
"as well as recognising the rights and responsibilities of citizens in tackling crime.","605",NA
"Police Numbers",NA,NA
"The police are our front line against crime.","605",NA
"Public perception is of declining police numbers,","605",NA
"a lessening of visible presence on the streets","605",NA
"and less security in our homes and communities.","605",NA
"It is in recognition of the vital role played by our police that the SNP intends to make available a sum of £25 million specifically to provide 1,000 new officers in Scotland,","605",NA
"over and above the existing provision.","605",NA
"Every part of Scotland would benefit","605",NA
"and there would also be a welcome change in public perception and","605",NA
"an increase in public confidence that our streets were truly becoming safer.","605",NA
"Citizenship, responsibility and young people",NA,NA
"It is the right of every individual in society to live safely and securely;","605",NA
"to have their privacy respected;","201",NA
"and to expect that their property and homes will be secure against criminal activity.","605",NA
"However, the right of each individual is balanced by an equivalent responsibility not to behave in ways that deprive others of their rights.","201",NA
"We will introduce measures to tackle youth offending because those who begin to are young are likely to continue offending in later life.","605",NA
"The SNP believes that it is not just the responsibility of the education system to teach good citizenship -","506",NA
"first and foremost it is a job for parents who have primary responsibility for their children.","603",NA
"The SNP will consider a further extension of the existing legal responsibility of parents for the actions of their children.","603",NA
"While it would not be appropriate to charge parents and take them through the criminal courts for actions committed by their offspring, it is nevertheless our view that it should be possible to institute a form of Compensation Order on parents","603",NA
"when the activities of their child have resulted in physical damage to property or tangible upset to a victim.","605",NA
"Any provision for such Orders would have to allow both for judicial discretion in imposing them","605",NA
"and the ability to take the financial circumstances of the parent/s into account.","603",NA
"Nevertheless, the impact on the victim, who is otherwise left with the financial responsibility for a repair that is no fault of theirs, cannot be ignored.","706",NA
"Dealing with sex offenders",NA,NA
"The SNP believes that our criminal justice system should provide for a form of life-time supervision for those offenders for whom it was considered there would never be a point when they were regarded as no longer being a danger.","605",NA
"The SNP would move to implement the Maclean Report on Serious Violent & Sexual Offenders - in particular the recommendation for an Order for Lifelong Restriction for high-risk sex offenders.","605",NA
"This would ensure constant monitoring","605",NA
"and a recall to custody if the Order were breached.","605",NA
"We would provide for Supervised Release Orders to be available to the Courts even in Summary Cases.","605",NA
"The SNP would ensure that the position is changed to provide that where a victim is over the age of 18, the offender would still be liable to have their name entered onto the Register.","605",NA
"Other initiatives",NA,NA
"There are other key areas where the SNP will take action.","605",NA
"We will set up a Sentencing Advisory Panel;","605",NA
"speed up the process of criminal cases in the lower courts which would be of benefit to both the accused and to victims;","605",NA
"and tackle once and for all the status of those who are deported to Scotland from other countries after having served sentences for very serious offences.","605",NA
"The SNP at Westminster will also argue very strongly that as long as the current devolved arrangements prevail, Scotland should continue to get increases in money earmarked for justice initiatives","605",NA
"equivalent to those available in England and Wales.","503",NA
"As part of this process we will continue to argue that the proportion of Fixed Penalty money and fine money, which at present is deposited with HM Treasury, is retained for use in Scotland","605",NA
"and reinvested in our criminal justice system.","605",NA
"Taxation",NA,NA
"No one in Scotland today knows how much they pay to the Government in taxation.","303",NA
"Under Labour the tax system has become increasingly complex.","303",NA
"The imposition of more and more stealth taxes has broken the democratic link between the government that sets and spends taxes and the people that pay them.","202",NA
"Complex taxation is inefficient","303",NA
"as well as undemocratic.","202",NA
"Labour have more than doubled the number of tax rates since they took power.","414",NA
"On top of that there are more than 250 complex tax allowances, credits and disregards.","303",NA
"The overall cost of administering the UK’s tax system is estimated by the Inland Revenue at 1.1 p for every £1 collected in tax.","303",NA
"In Ireland the cost is 0. 88p.","303",NA
"Reducing the cost of collection to the Irish level would save £90 million next year alone","414",NA
"- money that could be invested in public services.","504",NA
"Labour like the Tories have increased the share of tax that is levied indirectly and","414",NA
"takes no account of peoplé s ability to pay.","701",NA
"We want to tackle all of these problems with practical solutions.","303",NA
"It is not acceptable for political parties to mislead the people about taxation in elections.","202",NA
"We pledge to bring honesty and clarity to the debate with a series of proposals on taxation based on the following principles:","303",NA
"1 We will not introduce any new measures to increase the overall burden of taxation","414",NA
"or increase the rate of income tax without consulting the people first through our manifesto.","202",NA
"2 We will undertake a Comprehensive Review of Taxation (CRT) to deliver fairness, simplicity, transparency and honesty in the taxation system.","303",NA
"The CRT will have a remit to produce reform proposals that taken together do not increase the overall burden of taxation.","414",NA
"One of our key aims in this review will be to cut business taxation.","402",NA
"Moreover we will not implement the full proposals of the CRT without putting them to the people in our next manifesto.","202",NA
"All our taxation policies will be informed by these core principles and for this election we offer the following specific proposals.","303",NA
"In advance of the CRT we propose one initial measure to fulfil our commitments to drive fuel prices down","414",NA
"and to shift the burden of taxation from unfair stealth taxation to honest fair taxation.","503",NA
"We believe that both these commitments require honest policy decisions now so in advance of the CRT we will cut taxation on fuel by 10p a gallon (including VAT).","414",NA
"This cut in taxation will cost £65m","414",NA
"and will be paid for by introducing an extra 5p band of income taxation for those with taxable earnings over £ 100,000 per year (affecting only ten thousand of the wealthiest Scots) .","503",NA
"The Treasury estimates that this will raise £80 million paying easily for the fuel tax cut .","414",NA
"Any surplus in in revenues from this measure will be directed towards further reductions in duty as part of the process of achieving our target of bringing fuel prices into line with our competitors in Europe.","414",NA
"Taken together therefore these two measures are redistributive and will be revenue neutral.","503",NA
"Local Government",NA,NA
"The SNP will stand up for local government","301",NA
"and for proper long term funding of council services.","301",NA
"In particular, we support a comprehensive review of local government finance","301",NA
"including investigation of a local income tax to replace the current council tax.","301",NA
"We recognise the need to adequately reward staff","704",NA
"and will work with local authorities","301",NA
"and trades unions","701",NA
"to improve conditions for public sector workers.","704",NA
"We stand for the right of local government to subsidiarity and","301",NA
"the continued direct delivery of public services.","504",NA
"We support proportional representation","202",NA
"and the introduction of single transferable voting to elect councillors.","202",NA
"Rural Communities",NA,NA
"The foot-and-mouth disease brought into sharp focus the great difficulties which businesses face in rural Scotland,","703",NA
"and how vulnerable they are.","703",NA
"Even before the outbreak began, rural Scotland faced economic problems.","703",NA
"Rural Scotland now faces economic problems on an unprecedented scale,","703",NA
"as a result of a series of disastrous policies pursued by successive London governments.","703",NA
"The SNP supports the following policy measures, with the aim of providing a level playing field for the rural economy.","703",NA
"Small businesses are the bedrock of the rural economy.","402",NA
"We will address each of the barriers to growth and","410",NA
"success of small business.","402",NA
"We will use our tax review to consider proposals for a small business rates relief scheme,","402",NA
"which will seek to end the unfair burden which business rates pose for our small business.","403",NA
"The rural economy could be boosted by the promotion of information","402",NA
"and communication technology based businesses and teleworking.","411",NA
"This potential has not yet been realised.","411",NA
"We support an immediate cut in excise duty on fuel of 10 pence per gallon,","402",NA
"and in the longer term will aim to reduce the burden of fuel tax to European average levels.","402",NA
"The burden of fuel costs is particularly high for rural communities","402",NA
"and we will use government power and influence to end the outrage of substantially higher prices in the Highlands and Islands.","402",NA
"We will seek to direct more resources and effort in improving rural public transport","703",NA
"and the rural transport infrastructure.","703",NA
"Government’s role should be to reduce the unnecessary barriers and burdens facing rural producers.","703",NA
"We will work to free up available euro cash, like agrimonetary compensation and support for scallop farmers.","703",NA
"The SNP is determined to ensure that key services such as rural sub post offices,","703",NA
"rural schools","703",NA
"and rural transport links remain at the heart of rural Scotland.","703",NA
"An SNP government will ensure contingency funds are used to compensate business affected by the current crisis","402",NA
"and are available for use in the event of future crises in the rural economy.","703",NA
"Agriculture",NA,NA
"The foot-and-mouth crisis across the UK has served to confirm the fragility of agriculture and its related industries and","703",NA
"also the sector’s importance to Scotland.","703",NA
"There will need to be a comprehensive review of agricultural strategy once the current foot and mouth disease has been controlled.","703",NA
"That review will need to look very carefully at many issues of concern.","703",NA
"These include procedures of entry into our ports,","703",NA
"laxity of import controls on meat,","703",NA
"mandatory country of origin labelling,","703",NA
"use of food remains and","703",NA
"the role of locally based abattoirs and processing plants.","703",NA
"Until we get Independence,","301",NA
"the SNP is determined to see Scottish ministers have a more direct involvement in European decision making,","108",NA
"and will continue to press for a direct and distinct voice for Scottish ministers at European Council meetings.","301","108"
"The SNP is determined to ensure a level playing field for our farmers in Europe.","703",NA
"Where the UK government has allowed competitive disadvantage for key sectors by the early and fullest implementation of European rules","110",NA
", the SNP in government will only seek to introduce into domestic law European regulations when they have been adopted and applied in full by a majority of European nations.","203",NA
"This will ensure that our farmers are not forced to operate under more restrictive and more expensive rules than farmers elsewhere within the EU,","703","108"
"and will therefore be more able to compete fairly in European markets.","703","108"
"With the SNP in government, agriculture policy will be developed in the interests of Scotland’s farming community","703",NA
"and in response to specific Scottish circumstances,","703",NA
"rather than as a follow on to events elsewhere in the UK.","301",NA
"This strategy will extend into the rural economy,","703",NA
"with resources focused on diversification of efforts,","703",NA
"promotion of specialised agriculture -","703",NA
"such as free-range herds","703",NA
"and organic produce,","703",NA
"where Scotland already has a natural advantage","703",NA
"– and with specific efforts to promote the export of quality Scottish produce.","703",NA
"The SNP believes the Less Favoured Areas deal will cause financial hardship for many farmers and","703",NA
"crofters and must be ameliorated.","703",NA
"This should be done by the Scottish Executive using funds from other sources, such as modulation,","703",NA
"and by a comprehensive renegotiation of the original deal.","703",NA
"Fisheries",NA,NA
"Recent events have demonstrated clearly why the voice of the fishing communities must be heard.","703",NA
"The SNP favours compensated tie-up schemes as an essential component of government aid packages.","703",NA
"This would allow the fishing fleet to remain viable,","703",NA
"protect juvenile stocks,","501",NA
"and protect the long-term future of the Scottish white fish fleet.","703",NA
"Working with the industry, we will promote the introduction of technical conservation measures","703",NA
"that will ensure our coastal communities are able to benefit from sustainable fisheries.","416",NA
"At Westminster we will continue to seek designation of Scottish fisheries ministers as the UK lead in Europe","703",NA
"and will demand the return of the 6000 square miles of fishing grounds removed from Scottish jurisdiction by the government in London.","301",NA
"While ensuring the Common Fisheries Policy guarantees Scotland’s historic fishing rights, the SNP will seek its reform to include as a main principle the decentralisation of fisheries management through the establishment of Zonal Fisheries Management Councils.","301",NA
"We will support the fish processing industry to ensure its continued competitiveness,","703",NA
"and assist Scotland’s aquaculture sector to become a world leader.","703",NA
"In addition, we will pursue a level playing field for the industry,","703",NA
"to ensure that our fishermen and fish processors do not face additional cost","703",NA
"and regulatory burdens as compared to our closest competitors.","703",NA
"Salmon Farming",NA,NA
"We will instruct a wide ranging and independent inquiry into fish farming in Scotland,","703",NA
"following which we would seek to frame a long term strategy for the future of salmon farming,","703",NA
"with particular regard to the need for Scotland to be competitive in relation to Ireland,","703",NA
"Norway and other salmon farming countries,","703",NA
"and the securing of effective regulation of the industry","501",NA
"and the safeguarding of the environment.","703",NA
"We would ensure that SEPA has the resources to carry out their tasks, by ending the payment of rent to the Crown Estate Commission.","703",NA
"Land",NA,NA
"The SNP has long been at the forefront of the campaign to modernise Scotland’s land laws","301",NA
"and to give communities increased say, control and involvement in the land.","301",NA
"We will continue to press for control of the Scottish Land Fund to be transferred from the London based trustees of the New Opportunities Fund to the Scottish Parliament.","301",NA
"We support community right to buy,","301",NA
"but believe that more effective mechanisms must also be put in place to ensure greater involvement for communities who want to participate in decision-making in relation to their land","301",NA
"but want to stop short of ownership.","301",NA
"Freshwater Fishing",NA,NA
"We will work with anglers and local communities","301",NA
"to create a national freshwater fisheries policy that will ensure access,","703",NA
"maximise economic benefit for our rural economy","703",NA
"and ensure the protection of the environment.","501",NA
"Pensions",NA,NA
"We stand for restoring the link between the basic state pension and average earnings.","504",NA
"We will press for the link to be restored at a UK level,","504",NA
"and with Independence,","301",NA
"will restore the link for Scotland’s pensioners each year for the term of the next Parliament.","504",NA
"This would mean that by the end of the next parliament pensioners could gain up to £200 a year in addition to Labour’s plans.","504",NA
"We will pay for this by utilising the surplus in the National Insurance Fund that has been created by the existing generation of pensioners.","504",NA
"An SNP government will examine proposals that will ensure pensioners who have small occupational pensions,","504",NA
"or who are near the current threshold of income for taxation are not penalised by the tax treatment of these increases in the basic state pension.","504",NA
"As part of this we will examine proposals to allow a Scottish government to remove the distortions and inequities caused by the differentials between the Minimum Income Guarantee (MIG) and the basic state pension","503",NA
"-a means testing that discriminates against too many on low incomes who have saved for their old age.","504",NA
"It is our aim to work to equalise the basic state pension and","503",NA
"the level of the MIG as resources become available.","504",NA
"The SNP continues to support the payment of a cold climate allowance - paid to pensioners throughout the winter months.","504",NA
"As a first step to achieving this aim, we will on a weekly basis spread payments of the current winter fuel assistance over the winter months.","504",NA
"Social Security",NA,NA
"An SNP government will examine the level of bureaucracy within the social security system.","303",NA
"This will take three forms.","303",NA
"Firstly we will examine the structure for social security delivery.","303",NA
"Where as the UK has the bureaucracy and waste of three separate social security agencies, / the SNP will investigate the creation of a single agency responsible for the streamlining of benefit payments at all levels in Scotland.","504",NA
"Secondly we will examine the actual delivery of key benefits to minimise bureaucracy and cost.","303",NA
"For example, we will undertake a review of housing benefit.","303",NA
"It is our belief that the rules can be simplified","303",NA
"and the process of payment accelerated.","303",NA
"Our overall aim however is to re-direct housing benefit to drive down housing costs","504",NA
"and improve family incomes.","603",NA
"The core purpose of our review will be to simplify and increase the effectiveness of the system.","303",NA
"Finally, we will examine the workings and effectiveness of each benefit,","303",NA
"with the aim of removing unnecessary barriers to uptake","504",NA
"and to increasing support to key groups.","504",NA
"Disability benefits",NA,NA
"We will streamline the application process","303",NA
"and review the tests and timescales to ensure those who are entitled to support get it quickly.","504",NA
"We will also consider proposals to review Welfare to Work beneficiary rules so that disabled people moving into work are not penalised financially.","705",NA
"We will also reform financial support for carers so the system reflects the value of and savings to the state that their caring provides to society.","504",NA
"Winter fuel allowance",NA,NA
"It is our aim to extend the winter fuel allowance to severely disabled people under 60 as resources become available.","504",NA
"Benefits for 16-17 year olds",NA,NA
"We will review overall financial support available to 16 and 17 year olds including targeted restoration of benefits as resources become available.","504",NA
"Working Families Tax Credit",NA,NA
"In general we support initiatives to help families from welfare to work.","603",NA
"We will however examine the delivery of the Working Families Tax Credit,","603",NA
"which can lead to prohibitive levels of marginal taxation sometimes up to 96% as people lose out on other benefits e.g. housing benefit.","603",NA
"Because it is a benefit that has to be applied for, we would also examine concerns over the take up rate for Working Families Tax Credit,","603",NA
"discrepancies in how some employers can abuse the system","605",NA
"and examine options to ensure that more families access the money available.","603",NA
"Benefit take up",NA,NA
"We support the provision of information and advice as an essential part of benefit take up campaigns.","504",NA
"Transport",NA,NA
"At Westminster, our MPs will press to ensure that Scotland gets her fair share of the UK government’s transport investment - investment that currently will not be distributed on a population basis.","503",NA
"In government, we will use the STPI to bring in lower cost private investment.","402",NA
"An efficient and effective transport network is the key to Scotland’s success, socially and economically.","411",NA
"We recognise that it is the job of government to provide the delivery framework","411",NA
"and the focus to help people and goods get to where they want to go.","411",NA
"An SNP government would set out the overall strategy and frameworks.","411",NA
"Regional Transport Authorities (RTAs) will be publicly accountable","202",NA
"and will be responsible for the delivery of regional transport solutions.","303",NA
"We will introduce a single safety authority for all forms of transport.","411",NA
"Air safety is paramount and Air Traffic Control will remain under public sector control.","412",NA
"Initially we would take shares for subsidy to create a ‘public sharé of Railtrack to guarantee a level of public accountability","202",NA
"without ruling out the possibility of public ownership.","413",NA
"We would reconnect communities","411",NA
"and re-open key strategic lines including direct rail links with airports.","411",NA
"We would develop a strategy to systematically deal with the electrification of key rail lines.","411",NA
"Our priority routes include:",NA,NA
"Electrification of the East Coast main line","411",NA
"Edinburgh airport link","411",NA
"Reopening of the Borders rail line","411",NA
"Stirling - Alloa - Rosyth ferry port","411",NA
"Glasgow Cross City Rail and airport link project","411",NA
"Inverness - Aberdeen (Orton loop).","411",NA
"We would work with providers to achieve a national concessionary travel scheme for children and young adults under 18,","504",NA
"students,","504",NA
"Pensioners","504",NA
"and people with disabilities","504",NA
"and their carers.","504",NA
"We will consult on the introduction of light rail systems for Scotland’s cities to help relieve traffic congestion.","501",NA
"We will initiate a national ‘care and repair’ programme of existing roads.","411",NA
"We will initiate a limited programme of road building to tackle bottlenecks and","411",NA
"to fill gaps of roads unfinished by previous Labour and Tory administrations.","411",NA
"Our early priorities for investment through the STPI and a range of other delivery mechanisms are:","411",NA
"M74 extension","411",NA
"Aberdeen City by-pass","411",NA
"A8000 link (M9/M8)","411",NA
"A75","411",NA
"M8 link (Newhouse - Ballieston)","411",NA
"Upgrading of the A9","411",NA
"The SNP is committed to bringing forward proposals for the reduction in ferry fares in Scotland as part of a process towards the piloting and evaluation of Road Equivalent Tariffs.","411",NA
"Academic research has suggested that lower ferry fares could be introduced on a cost neutral basis.","411",NA
"Equal treatment for island communities will be at the core of decision making in an SNP government.","503",NA
"We would promote freight and passenger ‘hub’ airports in Scotland,","411",NA
"and conduct a Scottish airports review aimed at increasing direct flights from Scotland to Europe and","411",NA
"placing downward pressure on fare prices and landing charges,","411",NA
"with a particular focus on the large supplement fares paid by Scottish consumers for holiday charter flights.","411",NA
"In line with our long standing commitment we will abolish tolls on the Skye Bridge as an early priority","411",NA
"and will explore the opportunities of bringing the bridge into trust for the nation under the STPI.","301",NA
"Scottish National Party, 107 McDonald Road, Edinburgh EH7 4NW. Telephone 0131 525 8900. Fax 0131 525 8901. Web www.snp.org",NA,NA
