"text","cmp_code","eu_code"
"We will take firm action to end quota-hopping, begin the phased abolition of industrial fishing and strengthen decommissioning incentives.","605",NA
"- Promote safe food.","601",NA
"We will set up a Food Commission, independent from MAFF and accountable to Parliament,","303",NA
"maintain strict controls on the use of bio-technology","601",NA
"and press for higher common food standards across the European Union.","108",NA
"Urban communities",NA,NA
"Britain's towns and cities offer civic pride, accessible facilities and, potentially, a high quality of life.","606",NA
"However, many suffer from alienation, joblessness, high crime rates, a run down environment and loss of population.","606",NA
"Urban areas should offer excitement, security and a strong sense of community.","605",NA
"We will:",NA,NA
"- Boost local economic development and job opportunities.","408",NA
"We will support local development corporations.","301",NA
"We will build new partnerships between local government and the private and voluntary sectors, to regenerate local economies and promote community enterprise.","301",NA
"We will link local training to local jobs.","411",NA
"We will encourage the establishment of community banks and credit unions.","403",NA
"- Tackle urban crime.","605",NA
"We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention.","605",NA
"- Encourage public transport.","411",NA
"We will enable Councils to co-ordinate bus and train services and give them powers to introduce urban road pricing schemes, using the revenue raised to invest in better public transport.","411",NA
"- Reform and strengthen elected local government.","301",NA
"We will give local Councils greater control over their own affairs.","301",NA
"We will create a strategic authority for London.","301",NA
"We will encourage the use of 'planning for real' strategies, in which local people can make a direct input into major planning projects in their community.","301",NA
"Arts and media",NA,NA
"Flourishing arts and a diverse culture are essential for a lively and open society.","502",NA
"They can be engines of innovation that bring life to the economy.","502",NA
"At the same time, the world is experiencing an information revolution as important and far-reaching as the Industrial Revolution.","411",NA
"Britain must maintain a free and effective media capable of being a check on the abuse of power, and of giving people the information they need to make informed decisions.","411",NA
"We will:",NA,NA
"- Tackle the concentration of media power.","403",NA
"We will act to prevent media mergers or take-overs, except where these can be shown to advance quality, diversity and access.","403",NA
"We will require the Independent Television Commission to protect the position of smaller regional ITV companies, within the network supply agreement.","403",NA
"- Maintain the role of the BBC as the benchmark of public service broadcasting, committed to quality, diversity and universal access.","502",NA
"We will protect the independence and impartiality of the BBC through its Board of Governors and its licence fee.","502",NA
"- Improve access to information technology and the Internet.","411",NA
"We will ensure that everyone in Britain can have access, either individually or through a wide range of public access points, to a nationwide interactive communications network by the year 2000.","411",NA
"- Increase access to the arts.","502",NA
"We will use the National Lottery to endow, house and improve access to the arts.","502",NA
"We aim to move towards the European average for public funding of the arts.","502",NA
"We aim to restore the principle of free access to national museum and gallery collections, starting with the removal of charges for school parties.","502",NA
"- Promote Britain's culture.","502",NA
"We will promote film production in Britain.","502",NA
"We will actively support the British Council and rejoin UNESCO.","502",NA
"We will enhance the BBC World Service as a national asset.","502",NA
"Which party will care for the NHS and put my patients first?",NA,NA
"Our aim: To make year-on-year improvements in the health of Britain's people and the quality of the National Health Service.","504",NA
"The problem: The NHS has been squeezed between rising demand and government underfunding, and disrupted by repeated changes in government policy.","504",NA
"Morale amongst NHS professionals is falling, and bureaucracy has grown at the expense of front-line patient care, while numbers of nurses and hospital beds have fallen.","504",NA
"Our commitment: Liberal Democrats will increase funding for the NHS and secure funding for the future.","504",NA
"We will maintain the NHS as a comprehensive service, free at the point of need and funded primarily from general taxation.","504",NA
"We will immediately tackle the crisis in the hospital sector make the NHS more accountable and begin a long term shift towards preventive medicine.","504",NA
"Our priorities are to:",NA,NA
"- Halt all finance driven closures for 6 months, pending an independent audit of needs and facilities.","504",NA
"- Invest £200 million each year to recruit more staff for front-line patient care.","504",NA
"This would be enough, for example, for 10,000 extra nurses or 5,000 extra doctors.","504",NA
"- Cut hospital waiting lists to a maximum of 6 months over 3 years.","504",NA
"- End the two-tier system in the NHS.","503",NA
"- Restore free eye and dental checks.","504",NA
"Raising standards in the NHS",NA,NA
"Whilst many of the recent reforms to the NHS have been beneficial, they have resulted in the creation of a two-tier health service.","503",NA
"The standard of health care a person receives is increasingly becoming a lottery.","503",NA
"The length of time people have to wait, the chance of treatment being postponed and the quality of health care vary enormously from one part of the UK to another.","503",NA
"We will:",NA,NA
"- Match NHS facilities to needs.","504",NA
"We will place an immediate 6-month halt on the finance driven closure of beds and wards, and set up an independent audit of needs and facilities.","504",NA
"- End the built-in two-tier service in the NHS.","503",NA
"We will end the present system where treatment depends on the type of GP people go to.","503",NA
"We will treat all GPs equally, with a common basis for funding.","503",NA
"We want all GPs to have the benefits of flexibility and access to services currently enjoyed by fundholders.","503",NA
"Those who choose to manage their own affairs will be able to do so on their own or as part of a consortium.","505",NA
"Those who do not will be able to leave management to the local health authority.","504",NA
"- Raise standards of care in all areas.","504",NA
"We will set up a National Inspectorate for Health and Social Care to improve standards and promote patients' interests.","504",NA
"This body will work with the Audit Commission to ensure that all spending is monitored and results in real improvements in patient care.","503",NA
"Funding the Health Service",NA,NA
"The NHS is underfunded.","504",NA
"Too much goes into bureaucracy and not enough into patient care.","504",NA
"There is a crisis in the NHS, especially in hospitals.","504",NA
"Morale is dropping, standards of care are at risk from underfunding and highly qualified doctors and nurses are leaving the profession.","504",NA
"We will:",NA,NA
"- Invest more in the NHS.","504",NA
"We will invest at least an extra £540 million every year in the NHS to pay for our policy priorities.","504",NA
"This will be paid for by closing the loophole that allows employers to avoid paying National Insurance contributions on certain benefits in kind and by putting 5p on the price of a packet of 20 cigarettes.","408",NA
"We will use these extra funds to tackle the crisis in staffing, especially in the hospital sector, and begin a shift to preventive care.","504",NA
"We will ensure that the NHS budget keeps pace with increasing cost pressures.","504",NA
"- Shift money from unnecessary bureaucracy into patient care.","504",NA
"We will move from annual to at least three yearly contracts between Health Authorities and Trusts, and shift the money saved into front-line patient care.","408",NA
"We will replace time consuming local pay bargaining with a new national pay structure and a single NHS-wide Pay Review Body that covers all pay, from the cleaner to the chief executive.","408",NA
"Building on the best of the NHS",NA,NA
"The NHS needs to be strengthened and improved.","504",NA
"We will:",NA,NA
"- Cut waiting lists.","504",NA
"We will cut waiting times between diagnosis and treatment to a maximum of 6 months over 3 years.","504",NA
"- Improve the quality of care and raise morale.","504",NA
"We will recruit and train more professional staff.","504",NA
"Our carefully costed plans would, for instance, pay for the equivalent of 10,000 more nurses or 5,000 more doctors.","408",NA
"We will ban the use of gagging clauses in employment contracts which prevent professional staff from speaking out against unsafe standards.","201",NA
"- Tackle the crisis in NHS dental care.","504",NA
"We will require local authorities to ensure that the public has access to NHS dentistry in all areas.","504",NA
"Promoting good health",NA,NA
"Britain has a health service that concentrates too much on curing illness rather than preventing it.","504",NA
"A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e./ g./ poverty and homelessness) and making people more responsible for their own health.","504",NA
"We will:",NA,NA
"- Make prevention a priority.","504",NA
"We will immediately abolish charges for eye and dental check-ups and freeze prescription charges as the first steps in a radical shift of policy that emphasises the prevention of illness rather than treatment.","504",NA
"- Encourage people to take more responsibility for their own health.","606",NA
"We will improve health education and promote healthy living.","506",NA
"We will ban tobacco advertising and promotion and increase the duty on tobacco products.","408",NA
"We will make the Health Education Authority truly independent and free to criticise government policy.","301",NA
"- Ensure that food is healthy and safe.","301",NA
"We will create an independent and powerful Food Commission, separate from MAFF, and responsible to Parliament for food quality and safety.","301",NA
"- Put health promotion at the heart of government policy.","504",NA
"We will require all government departments to assess the impact of their policies on health.","504",NA
"Each year there will be an independent report, to be published and debated in Parliament, on the state of the nation's health.","504",NA
"Bringing health services closer to people",NA,NA
"The local institutions of the NHS must become more accountable to those they serve and more responsive to patients' needs.","504",NA
"We will:",NA,NA
"- Enable citizens to play a part in setting health policies in their area.","504",NA
"We will build on current pilot schemes to bring together Health Authorities and Social Services Departments, within the framework of elected local authorities.","504",NA
"- Give local people a stronger voice on NHS Trusts.","301",NA
"We will end the right of the Secretary of State for Health to appoint members of NHS Trusts, Authorities and Boards.","301",NA
"We will require at least half the membership of Trusts to be drawn from the population they serve.","301",NA
"We will open up meetings of NHS Trust boards to the public and press, and give local people, staff and professionals speaking rights.","301",NA
"We will guarantee direct representation from the staff of each Trust.","301",NA
"We will give Community Health Councils improved rights to consultation and greater access to information and meetings.","301",NA
"- Give the public more say in setting priorities within the NHS.","503",NA
"Difficult choices about priorities must be faced.","301",NA
"They cannot be left to bureaucrats and health professionals alone.","301",NA
"We will develop new ways of involving the public in setting health service priorities.","301",NA
"Giving patients more choice",NA,NA
"Patients should have more choice over their type of treatment, who delivers it and when.","201",NA
"We will:",NA,NA
"- Enhance the rights of patients.","201",NA
"We will strengthen the Patients' Charter and include rights to treatment within a specified time, a choice of GP, information about the options for treatment, guaranteed access to health records and better redress.","201",NA
"- Ensure that action is taken to improve poor quality services.","504",NA
"We will enable patients and staff to apply directly to our new National Inspectorate of Health and Social Care to carry out inspections and take action where deficiencies come to light.","504",NA
"Community care",NA,NA
"Our aim is to create a society in which people, whatever their needs, can live their lives with dignity.","503",NA
"We will:",NA,NA
"- Give people choice in the services they use and the way they are provided.","201",NA
"We will require Councils to extend to those over 65 the right to arrange their own care privately, if they wish.","706",NA
"This will promote independence and enable them to find better value for money.","201",NA
"- Care for carers.","504",NA
"We will introduce a new Carer's Benefit, in place of the Independent Living Allowance, in order to meet more of the financial cost of caring.","504",NA
"We will extend the Carer's Benefit, as resources allow, to those over retirement age and work to improve advice, information, training and counselling for carers.","504",NA
"We will seek to increase access to respite care and ensure that carers and users are involved in decisions about care.","504",NA
"We will draw up a Charter that sets out carers' rights and responsibilities.","303",NA
"- Establish high national standards for all community care services.","504",NA
"Our new independent Inspectorate of Health and Social Care will publish codes of practice for residential and nursing homes, and have the power to close any home that consistently falls short of national standards.","503",NA
"We will introduce national charging and eligibility guidelines to ensure a 'level playing field' of provision and charges.","503",NA
"- Protect people from the excessive cost of care.","504",NA
"We will, as resources allow, raise the threshold at which older people are required to make a contribution to their long-term care.","408",NA
"We are committed to working on a cross party basis, to establish a national agreement on a system for funding care services that does not penalise thrift.","408",NA
"Which party will clean up the mess in our politics?",NA,NA
"Our aim: To restore trust in British politics.","201",NA
"The problem: People know that British politics isn't working.","304",NA
"Their politicians have lied to them, their Parliament has become tainted by sleaze and their government is out of touch and doesn't listen.","304",NA
"Our commitment: Liberal Democrats will modernise Britain's outdated institutions, rebuild trust, renew democracy and give Britain's nations, regions and local communities a greater say over their affairs.","202",NA
"Our priorities are to:",NA,NA
"- Restore trust between people and government, by ending secrecy and guaranteeing peoples' rights and freedoms.","201",NA
"- Renew Britain's democracy, by creating a fair voting system, reforming Parliament","202",NA
"and setting higher standards for politicians' conduct.","304",NA
"- Give government back to the people, by decentralising power to the nations, regions and communities of the United Kingdom.","301",NA
"Restoring trust in politics",NA,NA
"British politics remains far too secretive.","201",NA
"We cannot rebuild trust in politics without making government more open and accountable.","202",NA
"We will:",NA,NA
"- Safeguard individual liberties, by establishing a Bill of Rights.","201",NA
"As a first step, we will incorporate the European Convention on Human Rights into UK law so that it is enforceable by the courts in the UK.","108",NA
"We will set up a Human Rights Commission to strengthen the protection of individual rights.","201",NA
"We will create a Ministry for Justice responsible for protecting human rights and overseeing the administration of the legal system, the courts and legal aid.","201",NA
"We oppose the introduction of Identity Cards.","201",NA
"- Break open the excessive secrecy of government, by passing a Freedom of Information Act establishing a citizens right to know.","201",NA
"- Cut back the quango state.","301",NA
"We will scrap unnecessary quangos, handing their functions over to elected bodies.","301",NA
"We will require those that remain to meet in public and to list their members' interests.","201",NA
"We will establish a fair, open and more representative appointment process for all quangos.","201",NA
"- Give people more say in decision-making.","202",NA
"We will make greater use of national referendums for constitutional issues, for example, changing the voting system or any further transfer of power to European institutions.","202",NA
"We will enable referendums to be held on specific local issues where there is public demand.","202",NA
"Renewing democracy",NA,NA
"Britain's political institutions are outdated and unrepresentative.","202",NA
"We will:",NA,NA
"- Modernise the House of Commons.","303",NA
"We will reduce the number of MPs by 200 (one third)","303",NA
"and introduce tougher rules for their conduct, behaviour and outside sources of income.","304",NA
"We will improve drafting and consultation on legislation, and strengthen MPs' ability to hold the government to account.","303",NA
"- Create an effective and democratic upper house.","202",NA
"We will, over two Parliaments, transform the House of Lords into a predominantly elected second chamber capable of representing the nations and regions of the UK and of playing a key role in scrutinising European legislation.","303",NA
"- Introduce a fair system of voting.","202",NA
"We will introduce proportional representation for all elections, to put more power in the hands of voters and make government more representative.","202",NA
"- Make politics more stable.","305",NA
"We will establish a fixed Parliamentary term of four years.","305",NA
"- Clean up party funding.","303",NA
"We will reform the way political parties are funded and limit the amount they can spend on national election campaigns.","303",NA
"We will make each party publish its accounts and list all large donors.","303",NA
"Giving government back to the people",NA,NA
"Far too much power has been concentrated in Westminster and Whitehall.","301",NA
"Democratic government should be as close to ordinary people as possible.","301",NA
"We will:",NA,NA
"- Introduce Home Rule for Scotland, with the creation of a Scottish Parliament, elected by proportional representation, and able to raise and reduce income tax.","301",NA
"- Introduce Home Rule for Wales, with the creation of a Welsh Senedd, elected by proportional representation, and able to raise and reduce income tax.","301",NA
"- Create the framework to make existing regional decision-making in England democratically accountable,","202",NA
"and enable the establishment of elected regional assemblies, where there is demonstrated public demand.","301",NA
"We will create a strategic authority for London.","301",NA
"Strengthen local government.","301",NA
"We will establish a 'power of general competence', giving Councils wider scope for action.","301",NA
"We will allow local authorities to raise more of their funds locally, give them greater discretion over spending and allow them, within strict limits, to go directly to the markets to raise finance for capital projects.","408",NA
"We will, in the long-term replace Council Tax with a Local Income Tax, and replace the Uniform Business Rate with a fairer system of business rates, raised through local Councils and set in accordance with local priorities.","408",NA
"Northern Ireland",NA,NA
"Peace in Northern Ireland depends on containing and ultimately removing the entrenched hostility between the two main communities in Northern Ireland.","106",NA
"We will:",NA,NA
"- Establish a power-sharing executive for Northern Ireland, elected under a fair and proportional system of voting.","202",NA
"We will press for a new constitutional settlement based on the protection of individual rights through a Bill of Rights,","201",NA
"incorporating the European Convention.","108",NA
"- Give individuals more power and political responsibility.","202",NA
"We will introduce a fair and proportional voting system for all elections, and","202",NA
"reform and strengthen local government in the province.","301",NA
"- Ensure respect for civil liberties.","201",NA
"We will introduce an independent procedure for investigating complaints against the security forces, and reform the Diplock system so that three judges instead of one preside over non-jury trials.","605",NA
"We will urgently implement the North Report's recommendations for an independent commission to supervise parades and marches.","605",NA
"- Promote economic growth.","408",NA
"We will strengthen the all-Ireland economy through the creation of effective cross-border agencies.","408",NA
"We will invest in education","506",NA
"and promote inward investment.","406",NA
"- Build on the Joint Declaration and the Framework Document, by working with the Irish Government to create agreement between as many of the constitutional parties as possible.","202",NA
"Sinn Fein can only be admitted to this process if, in accordance with the Mitchell principles, they and the IRA turn their backs on terrorism.","605",NA
"Meanwhile, we must remain vigilant and keep in place the present means for countering terrorism.","605",NA
"Which party will give me the opportunity to make the most of my life?",NA,NA
"Our aim: To widen opportunities for everyone in Britain to make the most of their lives.","503",NA
"The problem: Poverty, lack of training, low pay and discrimination deny too many people the opportunity to make the most of their lives.","503",NA
"Meanwhile, the welfare system no longer meets the needs of a modern society.","503",NA
"It locks too many into dependency and, too often, penalises those who wish to work and save.","503",NA
"Our commitment: Liberal Democrats will promote individual self-reliance, strengthen equality for all before the law and in employment, and work for a society that cherishes diversity.","503",NA
"Our priorities are to:",NA,NA
"- Ensure that, by the millennium, every young person has had the opportunity to work learn, train and make a positive contribution to society.","706",NA
"- Give women greater opportunities to play a full role in work and in society.","706",NA
"- Ensure dignity in retirement.","706",NA
"- Break open the poverty trap that makes people better off on the dole than in work.","408",NA
"- Modernise Britain's welfare state for the twenty-first century, building a new cross-party partnership for reform.","504",NA
"Breaking the poverty trap",NA,NA
"Unemployment wastes the talents and denies people the opportunity to contribute to the well-being of their families and increase Britain's wealth.","701",NA
"We will:",NA,NA
"- Help long-term unemployed people back to work.","701",NA
"We will establish a self-financing Benefit Transfer Programme allowing those who have been unemployed for a year or more to turn their unemployment benefits into an incentive for employers to recruit and train them.","402",NA
"The value of the benefit to employers will gradually be reduced.","408",NA
"- Break open the poverty trap.","402",NA
"We will take nearly 500,000 low earners out of income tax altogether by raising tax thresholds.","402",NA
"This will provide lower taxes and new incentives to work, while cutting the benefits bill and reducing tax for 99.","402",NA
"5 per cent of all income taxpayers.","402",NA
"This will be paid for by introducing a new top tax rate of 5Op on taxable income of over £100,000 per year.","402",NA
"We will replace Income Support and Family Credit with a simpler, more efficient Low Income Benefit that increases financial incentives for people going back to work.","402",NA
"- Modernise Britain's welfare system.","504",NA
"We will initiate a comprehensive review of the welfare system to build a new framework for welfare and opportunity, on a cross-party basis.","504",NA
"Our aim is to provide a more effective safety net for the disadvantaged, to encourage work, without compulsion, and to widen opportunities.","503",NA
"- Help parents to return to work.","701",NA
"We will develop a national childcare strategy, drawing on public and private provision.","706",NA
"We will, over time, extend tax relief on workplace nurseries to other forms of day nursery care.","402",NA
"- Establish a voluntary Citizens Service to give people, especially young people, up to 2 years' work on such projects as environmental conservation, crime prevention, housing renovation, social services and the armed services.","706",NA
"- Encourage a flexible labour market, while protecting the low paid with a regionally variable, minimum hourly rate.","503",NA
"- Crack down on social security fraud and tax evasion and shift the money saved into new policies to enhance opportunities.","605",NA
"We will tackle the high levels of fraud and overpayment in the social security budget.","605",NA
"We will stop tax evasion and close off tax avoidance loopholes.","605",NA
"Older people",NA,NA
"Everyone in Britain should be able to look forward to a retirement of security, opportunity and dignity.","706",NA
"Old people feel that they are fast becoming Britain's forgotten generation.","706",NA
"We will:",NA,NA
"- Guarantee everyone an acceptable minimum standard of living in retirement.","706",NA
"We will create an additional top-up pension for pensioners with incomes below the Income Support level.","504",NA
"This will be indexed to earnings and tapered as outside income increases.","504",NA
"The basic state pension will remain indexed to prices.","504",NA
"We will start to phase out the expensive, unfair contributory system and base the right to a state pension on citizenship and residence.","504",NA
"- Enable people to choose when to start drawing a pension.","201",NA
"We will bring in a flexible 'decade of retirement', between the ages of 60 and 70.","504",NA
"- Protect the rights of older people.","706",NA
"We will legislate against discrimination on the grounds of age.","503",NA
"- Expand private pensions and give people more control over their pensions.","201",NA
"We wish to see more people making provision for their old age.","401",NA
"We will replace the State Earnings Related Scheme (SERPS) with a scheme under which all employees have personal or occupational pensions.","505",NA
"Existing accrued SERPS will, however, be preserved.","408",NA
"We will expand occupational and personal pension schemes by giving all employees an entitlement to participate in a pension scheme of their choice, funded by contributions from employers and employees.","401",NA
"Pension rights will be fully secured if people change jobs.","404",NA
"We will treat pensions as deferred income over which pension-holders have full rights of security, control and portability.","404",NA
"- Abolish standing charges for water and create a fairer system of charging.","408",NA
"Young people",NA,NA
"We propose a new deal for young people, in which new rights and new responsibilities go hand in hand.","706",NA
"We will:",NA,NA
"- Expand opportunities.","706",NA
"Our aim is that every young person between the ages of 16 and 19 will have the opportunity to either work, learn, train or take a place on our new Citizens Service.","706",NA
"- Restore security to excluded young people.","706",NA
"The withdrawal of benefit rights has condemned thousands of young people to life out of work and on the streets, at great long-term public cost.","503",NA
"We will restore access to benefits for 16 and 17 year-olds.","706",NA
"In the longer term, we aim to scrap the lower rate of income support for those under 25.","706",NA
"- Ensure that young people can learn their rights and responsibilities, with citizenship classes in every school and parenting classes for young adults.","706",NA
"We will give children and young people access to information about their legal rights and obligations, review the age of majority and ensure that young people are represented on bodies that especially concern them.","706",NA
"- Expand local youth services.","504",NA
"We will require local Councils to provide a statutory youth service in partnership with the voluntary sector","504",NA
"Families",NA,NA
"Families, in all their forms, are a basic building block of society.","603",NA
"But the nature of families is changing.","603",NA
"This has brought new stresses which must be addressed.","603",NA
"But it has also brought new attitudes, such as the sharing of family responsibilities, which should be encouraged.","603",NA
"We will:",NA,NA
"- Give families more security.","603",NA
"We will take nearly 500,000 low earners out of tax altogether, by raising tax thresholds.","402",NA
"We will replace Income Support and Family Credit with a simpler, more efficient Low Income Benefit that helps people back to work.","303",NA
"We aim to improve the support for those caring for older people and people with disabilities.","504",NA
"- Introduce fair and workable child support legislation.","605",NA
"We will repeal the Child Support Act and abolish the Child Support Agency.","605",NA
"We believe that parents should financially support their children at an appropriate level.","603",NA
"Where there are disputes between the parents, these should be decided by the courts, not by an inflexible formula.","603",NA
"We will create a new system of unified family courts to decide these questions, after they have heard all the evidence.","605",NA
"- Promote good parenting.","603",NA
"We will encourage the provision of parenting classes for young adults.","603",NA
"We will increase the role of parents in education by extending home/school/pupil links, and develop home-school partnership arrangements, to assist in addressing the needs of the child.","603",NA
"- Expand parental rights.","201",NA
"We will introduce a statutory right to parental leave and develop Maternity Benefit into a new, flexible parental benefit to be shared between partners.","504",NA
"We will ensure that fostering and adoption law is based on the suitability of prospective fosterers and the needs of the child.","706",NA
"- Help parents to return to work.","701",NA
"We will, over time, extend tax relief on workplace nurseries to other forms of day nursery care.","402",NA
"We will develop a national childcare strategy, drawing on public and private provision.","706",NA
"- Encourage flexible working patterns.","201",NA
"We will encourage job sharing and family-friendly employment practices, especially in the public sector.","201",NA
"We will give private sector employees approaching retirement age, or with responsibili201ties for young children, the right to negotiate reduced hours or a career break.",NA,NA
"Women",NA,NA
"There is still a long way to go before women in Britain have equal opportunities.","706",NA
"We will:",NA,NA
"- Promote equality in the workplace.","503",NA
"We will, over time, extend employment and pensions rights to part-time employees, on a pro-rata basis.","503",NA
"We will bring in tougher obligations on employers to establish equal opportunities procedures and pursue the principle of equal pay for work of equal value.","503",NA
"- Make pensions fairer to women, by working to replace the contributory system with pension rights based on citizenship and residence in the UK.","706",NA
"We will bring forward the introduction of pension splitting on divorce.","503",NA
"- Improve the services that women receive from the NHS.","504",NA
"We will promote equal treatment of the sexes within the Health Service.","503",NA
"We will set targets for the expansion of facilities which enable women to consult female health professionals.","706",NA
"- Make the legal system fairer to women.","503",NA
"We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system.","605",NA
"We will seek to improve the provision of refuge places for victims of domestic violence.","504",NA
"- Enhance the role of women in public life.","706",NA
"We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women.","706",NA
"We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families.","706",NA
"Disabled people",NA,NA
"Progress in equal opportunities for disabled people remains patchy and unacceptably slow.","705",NA
"We will:",NA,NA
"- Guarantee the rights of disabled people.","705",NA
"We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people.","503",NA
"We will draw up a Charter of Rights setting out what our new Bill of Rights means for disabled people.","503",NA
"- Give disabled people more independence.","705",NA
"We will introduce a Partial Capacity Benefit, building on the Disability Working Allowance, to assist those in work who cannot fully support themselves financially.","504",NA
"We aim to increase financial support for disabled people who cannot find work and to make provision for the real costs of disability.","504",NA
"- Improve access.","706",NA
"We will publish a code of practice to improve access to buildings and transport.","706",NA
"We will require government departments, local Councils and public organisations to make their key public literature available in Braille or where appropriate tape.","706",NA
"- Make education inclusive.","506",NA
"As part of our £2 billion investment in education, we will increase funding for, and enforce implementation of, the Code of Practice for Special Educational Needs.","506",NA
"Ethnic minorities",NA,NA
"Despite progress over recent years, members of ethnic minorities are too often denied equal opportunities and have to face racism and discrimination on a daily basis.","706",NA
"Diversity, pluralism and a multicultural society are sources of strength for Britain.","503",NA
"We will:",NA,NA
"- Strengthen action against discrimination.","503",NA
"We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission.","201",NA
"We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union.","503",NA
"- Ensure equal opportunities for all.","503",NA
"We will require local authorities and housing associations to ensure equal opportunities in housing allocation.","503",NA
"We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups.","506",NA
"- Free immigration laws from racial discrimination.","503",NA
"We will ensure that immigration policy is non-discriminatory in its application.","503",NA
"We will reform current immigration laws so as to enable genuine family reunions.","603",NA
"We will restore benefit rights to asylum seekers and ensure that asylum claims are dealt with swiftly.","705",NA
"- Increase ethnic minorities' confidence in the police.","705",NA
"We will encourage the recruitment of ethnic minorities into the police force and require action to be taken against discrimination within the force.","503",NA
"We will tackle any discriminatory use of police powers, such as stop and search, and enhance police action to deal with racial attacks.","503",NA
"We will encourage the use of aggravated sentencing for racially motivated crimes.","605",NA
"Lesbians and gay men",NA,NA
"In a free and tolerant society, discrimination on any grounds is unacceptable.","503",NA
"Diversity is a source of strength.","503",NA
"We will:",NA,NA
"- Ensure equality before the law for lesbians and gay men through our new Human Rights Commission and the Bill of Rights.","503",NA
"We will create a common age of consent regardless of gender or sexual orientation.","503",NA
"- Stop discrimination.","503",NA
"We will outlaw incitement to hatred and discrimination in housing and employment, including the armed forces, on grounds of sexual orientation.","503",NA
"We will repeal 'section 28' of the 1988 Local Government Act.","605",NA
"We will reform the law, ensure that the police and local authorities deal more effectively with homophobic attacks, and encourage police forces to be more representative of the communities they serve.","605",NA
"Which party has the vision to build the kind of world I want to live in?",NA,NA
"Our aim: To recast Britain's foreign policy and enable this country to play a leading role in shaping Europe and strengthening international institutions.","107",NA
"The problem: For too long British foreign policy has looked backwards to its imperial past.","107",NA
"Britain's interests have been damaged by an attitude to Europe that has been, at best, ambivalent and, at worst, hostile.","108",NA
"This attitude has also cost Britain opportunities for influence and advantage.","107",NA
"Our commitment: Liberal Democrats will ensure that Britain plays a leading role in shaping Europe, democratising its institutions and strengthening its role as a framework for prosperity, peace and security.","108",NA
"Britain, with its world experience, expert armed forces and permanent membership of the UN Security Council, has a unique role to play in reforming international institutions for the next century.","108",NA
"Our priorities are to:",NA,NA
"- Make the European Union (EU) work more effectively and democratise its institutions.","108",NA
"- Widen Europe to include the new democracies of central and eastern Europe.","108",NA
"- Create a strong framework for Britain's defence and security through NATO and European co-operation.","108",NA
"- Give Britain a leading role in reforming and strengthening the UN and other international institutions.","107",NA
"- Promote an enforceable framework for international law, human rights and the protection of the environment.","107",NA
"Positive leadership in Europe",NA,NA
"Britain's interests can only best be pursued through constructive participation in an enlarged European Union.","108",NA
"Our vision is of a European Union that is decentralised, democratic and diverse.","108",NA
"A strong and united Europe, but one that respects cultural traditions and national and regional identities.","108",NA
"In seeking to reform the EU, our priorities are to:",NA,NA
"- Give the British people a say.","202",NA
"Reform that fundamentally changes Britain's place in Europe should only proceed if it has the explicit support of Britain's people.","110",NA
"If there is any substantial change in Britain's relationship with the EU, the British people must give their consent through a referendum.","202",NA
"- Make EU institutions more democratic and accountable.","202",NA
"We will give the House of Commons a more effective role in scrutinising European policy.","108",NA
"We also want the Council of Ministers and the EC Commission to be more accountable to the elected European Parliament.","108",NA
"We will introduce a fair and proportional voting system for British MEPs in time for the 1999 European Parliament elections.","202",NA
"- Make EU decision-making more efficient and effective.","108",NA
"Europe cannot effectively enlarge without improving its decision-making.","108",NA
"We therefore favour the wider application of majority voting.","202",NA
"But we will keep the veto on all issues relating to the constitution, budgetary matters and regulations on pay and social security.","203",NA
"We support the use of the double majority', especially on matters such as foreign and security policy.","202",NA
"Each member state must retain the unfettered right to make its own decisions on the commitment of its national troops.","104",NA
"Pursuing Britain's interests in Europe",NA,NA
"Britain has much to gain from EU membership.","108",NA
"This will take new leadership, a new approach and a renewed sense of national confidence.","305",NA
"Our aims in Europe are to:",NA,NA
"- Enhance economic prosperity, by promoting the freedom of movement of people, goods, services and money throughout the EU and by completing the European Single Market, particularly in areas of financial services, pensions and air travel.","408",NA
"- Participate in a successful single currency.","108",NA
"Being part of a successful single currency will bring low inflation and low interest rates.","108",NA
"Staying out will result in less investment and a loss of influence.","108",NA
"However, three conditions must be met before Britain can join.","110",NA
"First, the single currency must be firmly founded on the Maastricht criteria.","110",NA
"Second, Britain must meet those criteria.","110",NA
"Third, the British people must have agreed to it in a referendum.","110",NA
"- Strengthen the European framework for peace and security.","108",NA
"Britain's security and national interests are best pursued in partnership with its European neighbours.","108",NA
"We will work to strengthen European Common Foreign and Security policy to enable greater scope for united European action.","108",NA
"Individual member states must be free to decide whether or not their national forces will take part in any particular action.","104",NA
