"text","cmp_code","eu_code"
"Just as crime, social justice and health are priorities for Scotland, so are Education, Housing, Local services and arts and leisure provision.","503",NA
"These community services, usually delivered at local level, need to be enhanced and improved if the quality of life in Scotland is to be enhanced and improved.","503",NA
"RESTORING EDUCATIONAL EXCELLENCE",NA,NA
"Labour’s so-called “Passion for Education” is a sham when the actual resources that are being offered  are examined closely.","305",NA
"In contrast the SNP has firmly costed changes that can be made immediately to the Scottish Education system.","506",NA
"Scotland’s crisis in Education is the result of under funding;","305",NA
"attempts to pin the blame on poor teaching, on the curriculum or on any other factors fail to take account of the constant erosion of morale and physical resources that has taken place in the last 18 years.","305",NA
"An SNP Government will provide the extra resources to immediately employ an additional 700 teachers, and devote new resources to the repair and upgrading of school buildings.","506",NA
"Both these actions are priorities, in order that class sizes can be reduced and classes taught in acceptable surroundings.","506",NA
"Local Authorities, as the Education providers, need resourced adequately to undertake their tasks:","301",NA
"the SNP in offering additional resources to local authorities across a wide range of fields will ensure that the local authorities also prioritise education and are sensitive to local need;","301",NA
"there is no demand for “opting out” in Scotland and consequently the “opting out” legislation will be repealed.","506",NA
"However schools will be assisted to control more of their budgets themselves and to involve the school board in financial decision making.","506",NA
"Primary and Secondary schools will be enabled to take advantage of new technology and there will be guaranteed access to the Internet from each school as well as a programme to introduce computers into every classroom with the ultimate aim of all children using a computer terminal every day.","506",NA
"Education is not just about schools: an SNP Government will introduce an entitlement to free nursery education for all 3 and 4 year olds whose parents wish it, and will make certain that such provision is properly funded.","504",NA
"The voucher system will be abolished.","503",NA
"At the other end of the educational spectrum an SNP Government will support the Higher Education sector,","506",NA
"first of all by replacing the Student Loans system with a return to maintenance grants at the 1990 equivalent, index linked for successive years.","504",NA
"Higher Education will have access to the Economic Development and Research Funds earmarked by an SNP Government as well as to the advice and assistance of the Exports Unit.","506",NA
"We support the establishment of a Scottish Education and Training Export Group to co-ordinate the overseas marketing of Scottish expertise in this area.","506",NA
"For those who do not go on to Higher Education an SNP Government will improve training and skills development and introduce a Integrated Training and Employment Grant Scheme ,","411",NA
"providing subsidies to employers taking on new employees in need of training, preferably the unemployed.","402",NA
"Training schemes of this nature should not merely rotate the unemployed into temporary positions.","411",NA
"We will add £50 million per year to the present youth and adult training budgets presently managed by Scottish Enterprise guaranteeing additional adult and youth training places.","411",NA
"THE SNP MANIFESTO 1997",NA,NA
"7: Serving a Better Scotland",NA,NA
"In keeping with the multi cultural society in which we live","607",NA
"education in an independent Scotland will involve learning about the wide range of factors that have created our present society","506",NA
"and will look outwards to our European and world partners.","107","108"
"Gaelic and Scots have a place to play in this process and will be enhanced by such an approach.","607",NA
"Gaelic medium education is of particular importance to many parents,","506",NA
"and an SNP Government will require local authorities to ring fence dedicated funds for Gaelic medium education, as is presently done in Wales for Welsh language education.","607",NA
"The SNP is also sensitive to the needs of other communities which are part of the rich tapestry of Scotland.","607",NA
"Schools with pupils from Moslem families must offer Islamic studies to such pupils as a matter of course,","607",NA
"and the same applies to other communities which wish to take part in Scottish education, but which also wish to retain and develop their distinctive nature.","607",NA
"Scottish education will be enriched by such provision.","506",NA
"These policies are all necessary parts of the process of improvement that Scotland needs.","506",NA
"There are three final parts which require to be considered: housing, local services and arts and leisure provision.","504",NA
"TACKLING THE HOUSING CRISIS",NA,NA
"For many years there has been a deplorable lack of investment in Scotland’s housing.","305",NA
"The result is a housing crisis with increased levels of homelessness and longer and longer council waiting lists.","305",NA
"The Scottish Housing Conditions Survey has shown that too many of our citizens are forced to live in housing that is damp, overcrowded, poorly insulated and often lacking basic amenities.","706",NA
"90,000 Scottish homes are deemed to be below tolerable standard and one third are affected by damp, condensation or mould.","706",NA
"An SNP Government will address this atrocious state of affairs by:","504",NA
"Transferring Capital Debt: 75 percent of local authority housing debt will be transferred to Central Government in the first four years of an independent government, with the remainder being transferred in the following four years.","302",NA
"From a public expenditure commitment of £985 million this will release over £1.6 billion for investment over four years to tackle housing problems and housing need as well as other social priorities.","504",NA
"This one action should make a substantial start to solving Scotland’s housing crisis.","504",NA
"Eliminating Homelessness: Between 1978 and 1994 445,283 households applied to local authorities as “homeless”.","706",NA
"This is a national disgrace and needs to be attended to as a matter of urgency.","504",NA
"So does the situation in which, as Shelter estimate, there are up to 1000 rough sleepers in Scotland on any one night.","706",NA
"An SNP Government will strengthen the existing Code of Guidance on Homelessness and ensure that in meeting the demands of the Code no one is left without a home in time of need.","504",NA
"Build Homes and Raise Standards With the money released by the capital debt transfer up to 20,000 socially affordable homes can be built in the first four years, and a further 35,000 homes can be brought back from below tolerable standard.","504",NA
"160,000 homes can be treated for dampness and condensation.","504",NA
"By applying higher standards of insulation money spent on upgrading can quickly be recouped in terms of energy expenditure.","504",NA
"Education Spokesperson",NA,NA
"“Scotland has the oldest education system in the world, and we need to reequip it for the challenges of the twenty-first century.",NA,NA
"We need to build on our strengths in Scotland - not make the mistakes that have afflicted education south of the Border.",NA,NA
"The SNP will invest in more teachers, and invest to repair crumbling school buildings.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"7: Serving a Better Scotland",NA,NA
"SNP Vice President",NA,NA
"“Scotland is experience a renaissance in the arts, which the SNP will build on.",NA,NA
"We will introduce incentives to encourage the developing film industry in Scotland, and reform broadcasting to encourage both diversity and greater opportunities for Scottish-based programme makers.",NA,NA
"The UK National Lottery will be replaced by a “Scot-Lot”.",NA,NA
"Reform Housing Tenure and the “Right to Buy”",NA,NA
"Some 300,000 houses have been bought under the Tory “right to buy” legislation, usually at a discounted price.","305",NA
"This has left a disproportionate number of council houses in poor condition as the best of the stock has been purchased.","305",NA
"It would be illogical to increase investment in socially affordable housing if it was then simply to be sold at a discount.","504",NA
"New or improved houses coming on stream from the building and renovation programme will be protected from the right to buy at a discounted price.","504",NA
"Those with existing tenancy agreements will however retain the right within the homes they presently occupy.","201",NA
"A right to buy at full market value will continue for all tenants.","504",NA
"An SNP Government will replace Scottish Homes with a new accountable housing agency whose remit will be to deal with Scotland’s housing problems, improve Scotland’s housing stock and provide affordable housing.","412",NA
"Housing Associations and other bodies have a valuable role to play in these objectives and must be involved in policy formulation and in delivery.","202",NA
"The SNP is the only party which has costed a full programme of action to tackle Scotland’s housing crisis.","305",NA
"Such a programme will not only begin to eliminate homelessness,","504",NA
"it will also create many new jobs and provide a boost for the Scottish economy.","410",NA
"It will reduce housing waiting lists and move Scotland towards the provision of a home for all.","504",NA
"Making Local Government work",NA,NA
"Those living in a better Scotland have a right to expect better local services.","301",NA
"An SNP Government, having protected the autonomy of Local Government in a written Constitution,","203",NA
"will expect local authorities to ensure that local services are efficient, effective and well targeted.","301",NA
"As Scottish local authorities will be elected by proportional representation,","202",NA
"the monolithic and unresponsive one party states that Labour has created in many parts of Scotland will be consigned to the past.","305",NA
"Local Government will have restored to it many of the powers lost to unelected quangos and there will be a review of the strategy and organisation of local economic development, with the aim or restoring local democratic control.","301",NA
"Local Government finance will be reformed during the first term of an independent Scottish government and the introduction of local income tax in a subsequent term will remove the anomalies that presently bedevil local funding.","301",NA
"Further adjustments to the support mechanisms for rural and island authorities would even out the support of local government by central government.","301",NA
"An SNP Government would abolish the Water Quangos and return water and sewerage to democratic control.","301",NA
"The arts and leisure",NA,NA
"Finally, arts and leisure provision are vital to the well being of society.","502",NA
"An SNP Government will encourage a programme of ‘sport for all’ and will back that policy up by the provision of affordable community sports facilities managed by local authorities.","502",NA
"There will be ministerial responsibility for sports development and in addition to community participation it will be a policy aim to encourage international competitiveness and success.","502",NA
"Scotland’s cultural life is of enormous importance and must be underpinned by an effective Scottish broadcasting system and a raft of public support that opens","502",NA
"THE SNP MANIFESTO 1997",NA,NA
"7: Serving a Better Scotland access to all.",NA,NA
"An SNP Government will reform Scottish Broadcasting , building on the tradition of excellence that exists but ensuring that Scottish programme making and Scottish concerns are at the heart of an internationally forward looking service.","502",NA
"We will retain a licence fee to support a public sector broadcaster (the Scottish Broadcasting Corporation ) but would encourage a diversity of commercial broadcasting on television and radio including at least one Scottish digital multiplex for a commercial service in the short term.","502",NA
"Recognising that the age of effective protectionist broadcasting regulation is over, we would seek to ensure that the diversity of broadcasting channels observe the legal requirements of taste and decency while offering a wide range of services, and opportunities for Scottish based programme makers.","502",NA
"Such services must include provision in Gaelic and Scots, but such provision must be accessible to wider audiences also.","607",NA
"The SNP wishes to see a strong Scottish media production industry, which also means a strong Scottish film production sector.","502",NA
"The introduction of tax incentives for production along the Irish model has been closely examined by the SNP in recent years, as has experience from elsewhere.","402",NA
"An SNP government will introduce incentives for production and,","402",NA
"through a new “Scottish Screen” (formed as a federation of film supporting, marketing and production orientated bodies ) will lay the basis for a renaissance in script and project development, commercial and non commercial production, marketing, distribution, exhibition and export of film.","502",NA
"The work of the Scottish Arts Council requires adequate Government support but we wish to see the refocussing of the priorities of the Arts Council to support people and traditional arts as well as long established institutions.","502",NA
"A “Scottish Academy” will be established, encouraging excellence and bringing forward new talent in the arts.","502",NA
"Gaelic and Scots must be given equal status with English, both legally and in broadcasting and the arts.","607",NA
"A Scottish Lottery would be established ( under the title “Scot-Lot”) with a more accountable system of distributing funds.","503",NA
"The jackpot payouts would be smaller but the chances of winning would be considerably higher.","503",NA
"Scratch cards would be banned, given the problems of addiction and social disruption they cause.","503",NA
"“Scot-Lot” resources would be available for a wide range of projects, but would not replace government funding for social services.","504",NA
"They could be used for health research in addition to sports, charitable and arts purposes.","504",NA
"These many changes to Scottish life would make life in an independent Scotland a better experience for many of our fellow citizens.","606",NA
"The fact that all these proposals have been costed and can be afforded by an independent Scotland should indicate to all Scottish voters that our constitutional choice is clear and can be made in confidence.","301",NA
"Housing and Local Government Spokesperson",NA,NA
"“With Independence, the SNP will entrench the rights of local government in a written Constitution bringing about a genuine partnership between local and central government.",NA,NA
"The water quangos will be abolished, and water services returned to local democratic control.",NA,NA
"Extra resources will be generated for housing by transferring councils’ housing capital debt to central government.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"8: Helping all of Scotland",NA,NA
"A better Scotland in which all our citizens can live and work is the ambition and the intention of the Scottish National Party.","606",NA
"But the benefits of such a Scotland have to reach to every part of our country and in so doing any political party has to address other issues and concerns that arise","606",NA
"- issues of traditional industries,","408",NA
"special local concerns,","301",NA
"the environment","501",NA
"and the needs of Scotland’s island and rural communities.","301",NA
"Scotland’s land",NA,NA
"Land is the most valuable resource of a nation: but Scotland’s system of land ownership and tenure is amongst the most archaic in the western world.","503",NA
"The SNP has accepted the proposals of the Independent Land Commission to abolish feudal tenure.","503",NA
"The system of feudal overlords has been widely abused and has led to depopulation, massive profits for individuals who care nothing for the land and the people and insecurity for those who thought they had a title to their homes.","503",NA
"It has no place in a modern country, and during the period of its abolition we will consult widely, at home and abroad, to create a modern and fair system of land holding that matches the best to be found anywhere.","503",NA
"We will establish a standing Scottish Land Commission to oversee the abolition of the old and the introduction of the new.","412",NA
"Its membership will be representative of, and nominated by, local communities, land use interests, Members of the Scottish Parliament and Local Government representatives.","412",NA
"There are also interim and urgent measures that can be taken to outlaw abuse of the feudal system prior to a complete change in the law.","605",NA
"One such measure requires only the amendment of two century old Acts of Parliament to prevent ownership of local authority education buildings reverting to those who have speculatively purchased feudal superiorities.","503",NA
"We will  also transfer the powers of the Crown Estate Commissioners and other private owners of the sea shore and inshore seabed to local councils and local councils will be empowered to promote balanced land use and local access.","301",NA
"We will also establish an all Scotland Land Register which will give open access to all enquirers and banish forever the mystery of land ownership behind which many have hidden in recent years, to the detriment of local communities.","403",NA
"Healing and building Scotland’s Agriculture",NA,NA
"Scotland’s farmers have been hard hit in recent years by successive Tory failures and by a growing neglect of the importance of the agricultural sector.","305",NA
"Scotland, as a sparsely populated country, needs a strong agricultural base","703",NA
"and that base can contribute greatly to Scottish exports and to the international reputation of our nation.","410",NA
"The agricultural sector already contributes 3% of GDP.","410",NA
"The Scottish farming community will be best represented by a seat at the top table in Europe for the country in which they live and by an independent Scottish government:","703",NA
"our farmers and farming communities are presently of minor concern to any UK government, as the BSE crisis has shown.","703",NA
"The SNP promoted a Scottish solution to the EU ban from day one, but the British government has refused to countenance such relief for Scottish beef farmers and the Scottish beef industry, even when invited to by the European Union.","305","108"
"A tracability scheme can be introduced into the Scottish herd within a matter of months , giving Scottish beef producers the platform they need for re-entry.","703",NA
"THE SNP MANIFESTO 1997",NA,NA
"8: Helping all of Scotland",NA,NA
"Ending the ban is the first priority;","703",NA
"then we must work to restore our reputation in Europe.","108",NA
"No independent Scottish government would ever have allowed BSE to gain such a foothold","301",NA
"and our regulatory and animal health regime must become the best in the world again.","605",NA
"The Independent Scottish Food Agency will be a partner of the agricultural sector in restoring the domestic and international trade","412",NA
"and will also work with producers to instil and enforce the best practices in the world.","605",NA
"Agricultural policy is not, of course, based only on what has gone wrong in the past:","703",NA
"Scottish agriculture has tremendous strengths, rooted in the skills and experience of those who passionately care for the land and for the future of their businesses.","703",NA
"We need to develop a sustainable agricultural sector in Scotland.","703",NA
"We need to reform the Common Agricultural Policy to ensure that support goes to those working the land as opposed simply to products and sectors.","703","108"
"We need to develop new techniques, innovate in husbandry and production and widen the access to modern machinery, by supporting machinery rings.","411",NA
"We must also promote sensitive rural diversification ( which will be paid for out of a rural development fund amounting to some £10 million per year) and sectors of the industry such as horticulture so that, with fair competition within the EU, we can widen the scope of Scottish agriculture and broaden the financial rewards.","703",NA
"A priority will be to assist Scottish producers to have more and better access to the wholesale market and to retail outlets.","703",NA
"The SNP’s commitment to Scottish agriculture is firm and clear.","703",NA
"Scottish farmers, producers and all those who work in ancillary industries, can only have their priorities met by an independent Scottish government which places their concerns firmly on the European and domestic agendas.","301","108"
"Scotland’s Forests",NA,NA
"Forestry is also a considerable national resource, and one which can be better used for the benefit of all.","410",NA
"The SNP will promote the development of a sustainable Forest Industry in Scotland by establishing a National Forest Enterprise Board (replacing the Forestry Commission) to undertake the commercial management and development of Scotland’s national forests in accordance with the land use strategy agreed by the Scottish Land Commission.","412",NA
"The key priority will be to double forest and woodland cover within 25 years, with a particular emphasis on native woodland.","410",NA
"This will not only have economic benefits but will also assist the environment by increasing the absorption of carbon dioxide.","501",NA
"In parallel with this development, the NFEB will work with the private sector to stimulate wood using industries , which deepened upon sustainable production from native tree species.","403",NA
"Private forest ownership can be of great benefit but tax incentives for such ownership must be targeted towards those who intend to build forestry and the forest industries, not just shelter their money for a while.","402",NA
"The SNP is also committed to greater recreational use of forests, and the Land Commission, in enabling better public land access, will be mindful of the need to secure sensible forest access as well.","502",NA
"Crofting",NA,NA
"Rural Affairs Spokesperson",NA,NA
"“The BSE crisis shows that Scottish agriculture suffers from not having a direct voice in Europe, and Independence will end this dismal and damaging state of affairs.",NA,NA
"A Scottish government will also make better use of our native forestry resources, and support crofting.",NA,NA
"Scotland’s system of land ownership and tenure is among the most archaic in the Western world, and abolishing the feudal system will be a priority.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"8: Helping all of Scotland",NA,NA
"Environment Spokesperson",NA,NA
"“The SNP’s concern is to ensure a positive relationship between faster growth and sustainable development, and all policies will be subject to an environmental impact assessment.",NA,NA
"The SNP will support research and development initiatives in the field of clean technology and engineering, renewable energy, and general waste reprocessing and management.",NA,NA
"Crofter and tenant farmers have a role to play in forest development, treating” (where holdings allow) timber as a common crop.","703",NA
"But this will be suitable for a small minority of crofters only.","703",NA
"The SNP wishes to see the Crofters Commission transformed into a National Crofting Development Agency with the power to assist crofting in the Highlands and Islands and small land tenure elsewhere.","412",NA
"The great strength of crofting is its ability to keep populations on the land and to prevent consequent depopulation of vital areas.","703",NA
"Crofting is a way of life, but rarely a principal occupation.","703",NA
"Accordingly assisting crofters to purchase crofting estates should be done as part of an overall development scheme for those areas, where new employment can be provided in new enterprises as well as enhanced crofting opportunities.","703",NA
"The crofting estates that currently belong to the Crown should be returned to the people who live on them,","301",NA
"but the opportunity to develop vibrant communities on crofting estates should not apply only to those who, by accident of tenure, are tenants of the Crown.","503",NA
"Private ownership should also be subject to regulation for purchase under clear conditions.","403",NA
"Scotland’s Fishing Industry",NA,NA
"All the evidence in the history of the Common Fisheries Policy points to the harsh reality that the UK has been happy , more often than not, to trade off fishing interests for other goals in European policy.","305",NA
"Scottish fishermen have paid the price for that UK hypocrisy.","602",NA
"An SNP Government would use its improved influence as a full Member State in negotiations for a new European fisheries policy to ensure that the founding principles of the original CFP , in particular relative stability, are permanent components of future fisheries agreements .","703","108"
"The processing sector, which provides vital employment and has good opportunities for expansion, must be supported particularly in an environment where rival sectors, for example on the Humber, are being allocated significant public resources.","410",NA
"The Scottish Exports Unit will be of particular help to this sector.","410",NA
"The fundamental objective of the SNP fisheries policy is to create a well managed and properly conserved fishery.","703",NA
"The SNP proposes six fundamental reforms which would assist the Scottish fishing industry:","703",NA
"A new framework whereby coastal states with the greatest historic interests in specific fisheries would be able to take the key control and management decisions relating to the fisheries in the waters off their coasts in Regional Fisheries Management Councils.","703",NA
"New measures for the processing sector seeking to promote continuity, security and stability of supplies , backed by assistance towards infrastructure costs, training packages and maximising the potential to add value to fisheries products.","703",NA
"A rigorous but fair policing regime enforceable equally in all EU waters.","703","108"
"Greater emphasis on technical measures to conserve fish stocks.","411",NA
"Improvements in the efficiency and effectiveness of research.","411",NA
"* Priority to areas with a high degree of fishing dependence , population sparsity and peripherality to be built in to fisheries policy.","703",NA
"THE SNP MANIFESTO 1997",NA,NA
"8: Helping all of Scotland",NA,NA
"The SNP has allocated an additional £10 million per annum within the Independence Budget to achieve the following strategic objectives:","305",NA
"Levering the maximum benefit of EU financial assistance to coastal regions by committing an extra £5 million from government resources to structural support and socio-economic measures.","503",NA
"Promoting fisheries products and marketing initiatives, stressing the health value of fish with an additional £800,000 spend co-ordinated by a new processing task force.","703",NA
"An additional £1.6 million for harbour and infrastructure improvements which will leverage additional European funds.","411","108"
"Improving the effectiveness of research.","411",NA
"The Environment",NA,NA
"Scotland’s international reputation is as a clean nation, rich in land and water.","501",NA
"But in reality Scotland is now threatened by a number of environmental hazards.","501",NA
"We must ensure that Scotland’s environment is restored and our people given back a confidence in their surroundings.","501",NA
"We must also put in place the best environmental standards, so that we cease to heedlessly waste resources, and instead contribute to the betterment of our planet and those with whom we share it.","501",NA
"The SNP will retain the Scottish Environmental Protection Agency and will ensure that it is independent of the Executive and responsible to the Scottish Parliament.","501",NA
"Its expanded task will be to",NA,NA
"Establish stricter controls on pollution of the atmosphere, sea , inland waters and land.","501",NA
"Control, develop and promote the means of environmental rehabilitation","501",NA
"Establish codes of practice for industry","403",NA
"Ensure that there is full public consultation on, and enquiry into, the environmental impact of major projects and government policies.","501",NA
"An SNP Government will also promote recycling, and contribute to global environmental protection.","501",NA
"As part of the overall strategy of government an SNP Government will establish and enshrine National Environmental Targets.","501",NA
"An opportunity for Dounreay",NA,NA
"It goes without saying that no SNP Government would permit Nuclear Reprocessing to take place in Scotland.","501",NA
"Nuclear reprocessing at Dounreay would end immediately an SNP Government was elected and arrangements would be made for all nuclear material originating furth of Scotland to be returned to their country of origin.","501",NA
"Materials originating in Scotland will require to be stored in Scotland for as long as environmentally required.","501",NA
"However, rather than this determination being seen as a threat to the people of Dounreay, it should be seen as a major opportunity.","504",NA
"Employment in clean up, storage and decommissioning will be a long term prospect for many people;","504",NA
"many others will be employed in a new renewable energy research and development centre which will be established at Dounreay.","504",NA
"An energy rich nation",NA,NA
"The vital resource of the 20th century has been energy.","408",NA
"And in the 21st century energy self sufficiency, still more the ability to export energy or energy sources, will remain of great importance to any nation.","408",NA
"Transport and Telecommunications Spokesperson",NA,NA
"“Scotland needs an integrated transport network which will give good access to all parts of the country, speed the delivery of goods and services, and bring the nation closer together.",NA,NA
"Priorities for the SNP are bringing Railtrack back into public ownership, ending the Skye Bridge tolls, and abolishing the Airport Tax in the Highlands & Islands.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"8: Helping all of Scotland",NA,NA
"Marine Resources Spokesperson",NA,NA
"“Marine resources have long been one of Scotland’s key assets, and provide the lifeblood for many communities.",NA,NA
"Support will be provided for the regeneration of the fishing fleet.",NA,NA
"The promotion of Scottish fisheries products will be enhanced, and resources provided for harbour and infrastructure modernisation.",NA,NA
"”",NA,NA
"Scotland is an energy rich nation.","408",NA
"That fact alone should give us the confidence to face the future in the normal state of independence.","301",NA
"But , as part of the bankrupt and out of date Union, we do not use our energy wealth wisely.","410",NA
"In fact our wealth is being squandered by Westminster.","301",NA
"An Independent Scotland will secure a division of North Sea oil assets based upon the latitude of 55o 50’ north or the international legal principle of equidistance.","107",NA
"The Continental Shelf (Jurisdictional) Order already provides such a division, and this order dating from 1968 presently places operations in either an “English” sector (governed by English Law) or a “Scottish” sector (governed by Scottish Law).","301",NA
"This division has been operated by successive Labour and Tory Governments and places 90% north sea output under “Scottish” control , a percentage that is growing as the exploitable reserves move north.","301",NA
"All existing obligations to oil and gas operators will be honoured, and the SNP envisages no substantive change in the taxation regime so that there can be a clear, stable and continuing climate for the oil industry.","402",NA
"The policy of an SNP government will be to secure a sustainable and long term oil industry:","416",NA
"even present estimates indicate that there is as much oil still to be extracted as has already been extracted, and an SNP government will encourage exploration to increase known reserves and to increase recoverability from existing fields.","410",NA
"An SNP Government will seek to add value to Scotland’s energy resources , for example by ending the discriminatory pricing policies which mean that landing charges from Scottish gas fields can be anything up to 17 times those south of the border, a situation which has led to gas from the North Sea by-passing Scotland: the “Great Gas Robbery”.","408",NA
"Failure to achieve a satisfactory resolution of this problem will result in an SNP government examining ways in which the gas network, instead of being owned by a single private company could be jointly owned by all companies with an interest in Scottish gas production and supply, with a guiding golden share held for the public good.","413",NA
"In addition, development of petro-chemical activity that can build on Scottish land fall of Scottish resources will be encouraged.","402",NA
"Whilst the Scottish coal industry has been decimated in recent years, coal still has a part to play in a balanced energy policy.","408",NA
"Whilst the SNP wishes to see tighter controls on open cast mining,","403",NA
"and a clearer environmental evaluation of each proposed project,","501",NA
"deep mining also needs to be re-examined with a view to accessing rich seams that have been abandoned too early and without reference to modern technology.","411",NA
"The SNP is resolutely opposed to Nuclear Power Generation:","501",NA
"at present we have neither the ability to make it totally safe, nor the knowledge to be completely certain about long term effects, and long term problems.","501",NA
"An SNP government will introduce a programme to phase out nuclear generation in Scotland.","501",NA
"The length of this phased programme will be planned to take account of new energy sources coming on stream, and on the safe methods of removing nuclear generation from our energy mix.","501",NA
"There are a number of sources of power in Scotland that are cheaper as well as more environmentally acceptable than Nuclear power and others are developing.","501",NA
"THE SNP MANIFESTO 1997",NA,NA
"8: Helping all of Scotland",NA,NA
"To replace nuclear generation, Scotland requires to develop alternative energy sources that are renewable and sustainable.","501",NA
"The SNP Budget contains an allocation of funding for this task, and also funding for schemes of energy conservation, which can reduce our demand significantly by reducing heating bills.","501",NA
"Scotland on the move",NA,NA
"Scotland needs an integrated transport network, that gives good access to all parts of the country, speeds goods and services,","411",NA
"and brings the nation closer together.","606",NA
"There remains a need for some improvements to the road network, but we must also be mindful of the need to reduce overall car and lorry usage in the years ahead, particularly in our towns and cities.","411",NA
"The solution to reduced car usage in particular lies in better public transport, and the SNP will invest in rail services ,","411",NA
"first of all by returning the Scottish assets of Railtrack into public ownership","413",NA
"and then by modernising and electrifying the East Coast Line , commuter routes and branch lines.","411",NA
"Bus and Coach services are also vital and must be integrated with rail services.","411",NA
"Effective Bus and Coach transport can assist greatly in easing road congestion and regulation of bus operators should recognise the need to guide service development and delivery to achieve that end as well as to ensure the maintenance of vital links.","411",NA
"The SNP regards the tolls presently levied by the Skye Bridge as an unacceptable imposition on the people of Skye and as a great disincentive to the creation and preservation of employment.","503",NA
"The SNP will , in the immediate term, replace the present tolls with “shadow tolls” and will take the bridge into public ownership within the first four years of an SNP government.","413",NA
"The SNP will also move towards the removal of all tolls on Scottish bridges, and will not introduce tolls on any new or existing bridges or roads.","503",NA
"Ferries are vital to Scotland’s communications infrastructure and the national Ferry company, Caledonian MacBrayne will be resourced to operate effective , economical services within Scottish waters","411",NA
"and will be allowed to compete for services from Scotland, including services from a new East of Scotland ferry port.","411",NA
"The SNP will abolish the Air Passenger Duty for the Highlands and Islands , as it unfairly discriminates against Scotland’s most remote communities and will modify it for other areas to reflect the cost of the fare rather than imposing a flat rate which works against much needed low cost air transport.","503",NA
"In keeping with the need to encourage enterprise and development, we will remove unreasonable restrictions on international freight (the so called “fifth freedom”)","403",NA
"and bearing in mind Scotland’s crucial geographical place for Air Traffic Control we will co-operate with our European partners on developing a pan national approach to air space regulation,","411","108"
"whilst developing and modernising our Oceanic Air Traffic Control centre.","411",NA
"Scotland needs more direct air links with the world, and we will work with private operators to make these sustainable,","403",NA
"as well as assisting Scottish airports to provide high quality services easily accessible to passengers.","403",NA
"Developing the Telecommunications Network",NA,NA
"A final area of opportunity for all of Scotland is the challenge of the global Telecommunications can not only connect parts of Scotland that would otherwise be remote,","411",NA
"but it can and will also open Scotland up to the world, and the world to Scotland.","107",NA
"Energy Spokesperson",NA,NA
"“Scotland is one of the most energy rich nations in Europe, and yet many of our people suffer from fuel poverty.",NA,NA
"With Independence, we will develop our sustainable energy sources, and phase out nuclear power.",NA,NA
"VAT on fuel will be cut from 8 to 5 per cent.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"8: Helping all of Scotland",NA,NA
"An SNP Government will strengthen regulation of monopoly suppliers in the Telecommunications Market whilst facilitating greater competition and embracing the drive towards common European and world standards.","403","108"
"The SNP will support communications developments in rural areas, particularly in the Highlands and Islands,","411",NA
"and assist the University of the Highlands and Islands in establishing a world lead in distance learning by the Internet and other means.","506",NA
"Telecrofting and Telecommuting have a much to offer a country like Scotland and an SNP Government will explore tax incentives for individuals and businesses taking this route.","402",NA
"Such patterns of working reduce demand on city transport and facilities and should be encouraged.","411",NA
"However, whatever policies an SNP Government follows it will not impact upon use of the Internet and global communications unless it also takes a strongly pro-active stance in encouraging domestic, educational and business access to , and use of, the information super highway.","411",NA
"The 21st century will be the century of information - information as a resource and as an empowering tool.","411",NA
"Scots have spent too long following trends, rather than setting them, and an SNP Government will set as a policy objective the commercial support of the Internet so that Scottish companies can access, present themselves through, and provide service on the net","411",NA
"and so that individuals and schools can integrate the world’s knowledge base in their own experience, and contribute to it.","411",NA
"The rate of involvement in, and access to, the Internet should be regulated by commerce and competition, but the Government has a role in supporting Scottish endeavours in this field,","403",NA
"and enabling educational use.","506",NA
"Scotland as a technology manufacturing base can gain a great deal by seeking always to be part of the cutting edge of technology,","411",NA
"and this attitude to the Internet, allied with the encouragement of software manufacture and hardware assembly as core Scottish industries, will be assessed at regular intervals so that Government strategy can lead Scotland’s modern potential instead of dragging it down as is the case now.","411",NA
"In keeping with an open and positive philosophy on net use and access, no new regulations on censorship or control will be introduced, but support will be given to a “ratings system” to prevent unwitting access .","403",NA
"However Scots Law will require to develop means of combating computer fraud and existing law needs to be examined to see if its scope can deal with abuse of individuals by computer means.","605",NA
"THE SNP MANIFESTO 1997",NA,NA
"9: Scotland in Europe and the World",NA,NA
"Professor Christopher Harvie once called Scotland “The invisible nation of Europe”.","000",NA
"It is time for Scotland to become visible again and to resume a place in the world.","107",NA
"The European Union",NA,NA
"An SNP Government would wish to make certain that Scotland’s traditional openness to Europe and the World again coloured all our international relations.","107","108"
"With a secure independent Parliament at home,","301",NA
"the benefits of international cooperation and full and equal membership of international organisations would greatly strengthen Scotland’s ability to defend and promote its interests in a world that shrinks each day.","107",NA
"Scotland will be a full member of the European Union, participating fully in the institutions of the Union.","108",NA
"As a small independent country Scotland can have considerable influence in a Europe which is increasingly dominated by small member states.","301","108"
"We will have full voting power in the European Council and the Council of Ministers.","301","108"
"These representatives would be in a position to advocate on Scotland’s behalf with the right of veto over any decisions affecting Scotland’s vital national interests.","301",NA
"This is a far cry from the present powerlessness we endure,","301",NA
